customer_id,customer_segment,usage_score,usage_category,revenue_segment,tenure_months,gender,age,state,city,estimated_salary,churn,calls_made,sms_sent,data_used
118518.0,At Risk,-607.9,Low,High Income,52,M,67,Rajasthan,Kolkata,78796.0,1,67,39,-967.0
119120.0,At Risk,-281.05,Low,High Income,52,M,39,Arunachal Pradesh,Hyderabad,143036.0,1,2,-1,-433.0
119545.0,At Risk,-191.25,Low,High Income,52,M,37,Gujarat,Kolkata,61614.0,1,4,8,-297.0
119683.0,At Risk,-58.4,Low,High Income,52,M,60,Uttar Pradesh,Chennai,85234.0,1,40,31,-110.0
119724.0,At Risk,-311.05,Low,High Income,52,M,69,Punjab,Hyderabad,103829.0,1,81,41,-516.0
120278.0,At Risk,-100.5,Low,High Income,52,M,66,Uttarakhand,Chennai,113018.0,1,23,-3,-163.0
120314.0,At Risk,17.8,Low,High Income,52,F,55,Mizoram,Delhi,145797.0,1,34,28,10.0
120390.0,At Risk,-282.9,Low,High Income,52,M,68,West Bengal,Kolkata,81318.0,1,37,10,-451.0
120486.0,At Risk,-258.0,Low,High Income,52,M,42,Tripura,Delhi,112099.0,1,70,40,-430.0
120979.0,At Risk,-164.35,Low,High Income,52,M,61,West Bengal,Kolkata,83999.0,1,74,24,-285.0
121307.0,At Risk,-130.65,Low,High Income,51,M,37,Assam,Kolkata,57186.0,1,88,14,-237.0
121533.0,At Risk,16.1,Low,High Income,51,F,58,Mizoram,Hyderabad,93453.0,1,55,17,1.0
121748.0,At Risk,-254.4,Low,High Income,51,F,22,Mizoram,Chennai,102190.0,1,29,16,-405.0
121897.0,At Risk,-388.75,Low,High Income,51,F,55,Uttar Pradesh,Delhi,109598.0,1,0,32,-603.0
121964.0,At Risk,-37.05,Low,High Income,51,M,73,Karnataka,Kolkata,62951.0,1,64,22,-85.0
122024.0,At Risk,26.6,Low,High Income,51,F,47,Chhattisgarh,Kolkata,111009.0,1,17,48,27.0
122033.0,At Risk,-419.35,Low,High Income,51,M,74,Telangana,Hyderabad,103033.0,1,72,40,-679.0
122112.0,At Risk,-36.95,Low,High Income,51,F,50,Tamil Nadu,Delhi,127881.0,1,23,2,-66.0
122354.0,At Risk,-39.5,Low,High Income,51,F,44,Kerala,Delhi,85794.0,1,44,28,-82.0
122408.0,At Risk,-26.8,Low,High Income,51,F,27,Kerala,Kolkata,65204.0,1,21,24,-53.0
122544.0,At Risk,20.55,Low,High Income,51,M,58,Assam,Bangalore,101708.0,1,86,36,-7.0
122653.0,At Risk,-114.15,Low,High Income,51,M,58,Uttar Pradesh,Mumbai,67043.0,1,50,27,-199.0
122778.0,At Risk,-494.0,Low,High Income,51,M,18,Chhattisgarh,Delhi,102848.0,1,17,16,-769.0
123065.0,At Risk,-246.25,Low,High Income,51,M,40,Maharashtra,Delhi,73607.0,1,46,16,-399.0
123164.0,At Risk,-224.2,Low,High Income,51,M,25,Sikkim,Bangalore,108567.0,1,56,-3,-366.0
123420.0,At Risk,-507.7,Low,High Income,51,F,26,Odisha,Mumbai,73372.0,1,81,31,-817.0
123779.0,At Risk,-138.2,Low,High Income,51,M,73,Himachal Pradesh,Delhi,133619.0,1,17,-1,-219.0
124051.0,At Risk,-169.75,Low,High Income,51,M,35,Himachal Pradesh,Bangalore,86296.0,1,21,44,-276.0
124192.0,At Risk,1.5,Low,High Income,51,F,18,Tamil Nadu,Bangalore,61972.0,1,89,33,-37.0
124224.0,At Risk,-529.85,Low,High Income,51,M,30,Himachal Pradesh,Hyderabad,91115.0,1,-2,4,-815.0
124483.0,At Risk,-78.3,Low,High Income,51,F,30,Chhattisgarh,Delhi,104478.0,1,61,20,-147.0
124496.0,At Risk,-271.65,Low,High Income,51,F,23,Mizoram,Kolkata,73891.0,1,69,10,-446.0
124518.0,At Risk,-483.3,Low,High Income,51,F,67,Telangana,Mumbai,119207.0,1,49,4,-763.0
124649.0,At Risk,17.4,Low,High Income,51,F,33,Mizoram,Bangalore,64347.0,1,66,48,-6.0
124769.0,At Risk,-438.45,Low,High Income,51,F,20,Bihar,Kolkata,129273.0,1,6,14,-679.0
124979.0,At Risk,-516.35,Low,High Income,51,M,43,Kerala,Delhi,108155.0,1,39,30,-814.0
125184.0,At Risk,-45.0,Low,High Income,51,M,27,Tripura,Mumbai,118087.0,1,59,20,-95.0
125582.0,At Risk,-419.3,Low,High Income,51,F,57,Maharashtra,Bangalore,117466.0,1,93,14,-683.0
125667.0,At Risk,-192.8,Low,High Income,51,F,38,Manipur,Delhi,141191.0,1,84,33,-334.0
125988.0,At Risk,-29.15,Low,High Income,51,M,65,Haryana,Kolkata,135332.0,1,81,26,-80.0
126017.0,At Risk,-172.9,Low,High Income,51,F,64,Punjab,Kolkata,110922.0,1,75,14,-297.0
126038.0,At Risk,-199.7,Low,High Income,51,M,44,Andhra Pradesh,Delhi,107159.0,1,48,2,-326.0
126280.0,At Risk,-175.8,Low,High Income,51,M,49,Goa,Chennai,56667.0,1,4,39,-278.0
126476.0,At Risk,-161.05,Low,High Income,51,F,42,Andhra Pradesh,Bangalore,124912.0,1,95,11,-286.0
126604.0,At Risk,-57.55,Low,High Income,51,F,38,Chhattisgarh,Mumbai,128521.0,1,5,36,-96.0
126927.0,At Risk,-8.7,Low,High Income,51,M,29,West Bengal,Bangalore,52919.0,1,86,10,-48.0
126972.0,At Risk,-124.9,Low,High Income,51,M,33,Kerala,Bangalore,64118.0,1,16,37,-204.0
127036.0,At Risk,-389.8,Low,High Income,51,M,74,Uttarakhand,Kolkata,132145.0,1,24,33,-614.0
127233.0,At Risk,-122.55,Low,High Income,51,M,57,Bihar,Delhi,53528.0,1,43,45,-212.0
127388.0,At Risk,-18.35,Low,High Income,50,F,49,Sikkim,Chennai,67568.0,1,23,19,-40.0
127686.0,At Risk,-104.05,Low,High Income,50,M,25,Uttar Pradesh,Bangalore,119290.0,1,97,17,-200.0
127725.0,At Risk,-364.55,Low,High Income,50,M,31,Himachal Pradesh,Hyderabad,107789.0,1,41,9,-578.0
128180.0,At Risk,-19.7,Low,High Income,50,M,65,Telangana,Kolkata,140854.0,1,87,34,-69.0
129039.0,At Risk,-268.65,Low,High Income,50,M,33,Uttar Pradesh,Chennai,111933.0,1,85,26,-450.0
129426.0,At Risk,-394.9,Low,High Income,50,F,57,Karnataka,Hyderabad,129833.0,1,45,14,-627.0
129609.0,At Risk,-7.4,Low,High Income,50,M,68,Madhya Pradesh,Delhi,136067.0,1,68,3,-38.0
129897.0,At Risk,21.95,Low,High Income,50,M,67,Rajasthan,Delhi,128416.0,1,53,9,12.0
130129.0,At Risk,-218.5,Low,High Income,50,M,56,Assam,Delhi,107115.0,1,72,1,-364.0
130320.0,At Risk,-72.65,Low,High Income,50,F,35,Uttar Pradesh,Mumbai,137654.0,1,39,34,-132.0
130373.0,At Risk,-70.05,Low,High Income,50,M,67,Andhra Pradesh,Delhi,145651.0,1,79,12,-140.0
130520.0,At Risk,1.45,Low,High Income,50,M,58,Bihar,Kolkata,120793.0,1,56,24,-23.0
130524.0,At Risk,-11.6,Low,High Income,50,M,52,Jharkhand,Mumbai,80347.0,1,54,35,-44.0
130702.0,At Risk,-378.55,Low,High Income,50,M,39,Chhattisgarh,Hyderabad,71819.0,1,10,5,-587.0
130793.0,At Risk,-204.1,Low,High Income,50,M,62,Gujarat,Bangalore,96058.0,1,45,11,-333.0
130813.0,At Risk,-444.0,Low,High Income,50,M,63,Tripura,Kolkata,129051.0,1,46,21,-704.0
130993.0,At Risk,-385.05,Low,High Income,50,F,43,Uttar Pradesh,Mumbai,83409.0,1,78,30,-627.0
130997.0,At Risk,-27.85,Low,High Income,50,M,53,Nagaland,Delhi,67452.0,1,27,18,-56.0
131102.0,At Risk,-220.15,Low,High Income,50,M,64,Manipur,Bangalore,144007.0,1,92,19,-377.0
131294.0,At Risk,-93.4,Low,High Income,50,M,65,Telangana,Kolkata,88315.0,1,60,21,-170.0
131493.0,At Risk,-366.3,Low,High Income,50,M,33,Himachal Pradesh,Kolkata,77640.0,1,7,5,-567.0
131501.0,At Risk,-28.15,Low,High Income,50,F,65,Gujarat,Chennai,90220.0,1,90,33,-83.0
131738.0,At Risk,-598.6,Low,High Income,50,M,59,Meghalaya,Bangalore,145078.0,1,25,3,-931.0
131922.0,At Risk,-106.35,Low,High Income,50,F,23,Meghalaya,Delhi,56307.0,1,29,8,-176.0
132052.0,At Risk,-104.45,Low,High Income,50,M,29,Madhya Pradesh,Hyderabad,144560.0,1,14,32,-171.0
132148.0,At Risk,-89.6,Low,High Income,50,M,66,Jharkhand,Mumbai,114369.0,1,74,11,-168.0
132552.0,At Risk,-211.55,Low,High Income,50,M,32,Uttar Pradesh,Delhi,149137.0,1,46,25,-347.0
132648.0,At Risk,-353.9,Low,High Income,50,F,34,Kerala,Kolkata,94840.0,1,61,46,-575.0
133103.0,At Risk,-414.15,Low,High Income,50,F,35,Rajasthan,Mumbai,85298.0,1,52,-1,-657.0
133123.0,At Risk,8.15,Low,High Income,50,M,53,Mizoram,Mumbai,111125.0,1,66,1,-13.0
134199.0,At Risk,-124.95,Low,High Income,49,M,57,Uttarakhand,Kolkata,138650.0,1,24,10,-203.0
134272.0,At Risk,-99.95,Low,High Income,49,M,40,Bihar,Kolkata,120492.0,1,81,7,-186.0
134692.0,At Risk,-214.15,Low,High Income,49,F,71,Tripura,Mumbai,71368.0,1,15,18,-338.0
134734.0,At Risk,-537.5,Low,High Income,49,F,33,Madhya Pradesh,Hyderabad,99379.0,1,58,18,-852.0
135395.0,At Risk,-203.3,Low,High Income,49,F,33,Goa,Delhi,87878.0,1,3,46,-321.0
135452.0,At Risk,-212.2,Low,High Income,49,M,53,Sikkim,Hyderabad,118039.0,1,19,47,-341.0
135467.0,At Risk,9.9,Low,High Income,49,F,61,Kerala,Chennai,93254.0,1,89,13,-21.0
136305.0,At Risk,-400.35,Low,High Income,49,F,18,Manipur,Kolkata,55604.0,1,18,40,-629.0
136702.0,At Risk,-426.55,Low,High Income,49,F,35,Karnataka,Chennai,89542.0,1,86,24,-693.0
136758.0,At Risk,-244.7,Low,High Income,49,M,63,Arunachal Pradesh,Hyderabad,63103.0,1,63,15,-403.0
136870.0,At Risk,-200.5,Low,High Income,49,M,28,West Bengal,Bangalore,55160.0,1,74,33,-342.0
137157.0,At Risk,-16.8,Low,High Income,49,F,60,Sikkim,Chennai,146980.0,1,21,7,-35.0
137370.0,At Risk,2.9,Low,High Income,49,F,19,Kerala,Delhi,121661.0,1,88,4,-30.0
137493.0,At Risk,-178.3,Low,High Income,49,F,55,Odisha,Hyderabad,81521.0,1,81,23,-309.0
137555.0,At Risk,-222.6,Low,High Income,49,F,69,Jharkhand,Kolkata,125366.0,1,30,0,-354.0
137785.0,At Risk,-79.5,Low,High Income,49,F,59,Meghalaya,Delhi,60361.0,1,7,13,-127.0
137960.0,At Risk,-91.5,Low,High Income,49,M,36,Telangana,Hyderabad,50545.0,1,65,34,-171.0
138122.0,At Risk,-208.5,Low,High Income,49,M,59,Tamil Nadu,Bangalore,72131.0,1,46,36,-344.0
138134.0,At Risk,-6.25,Low,High Income,49,M,49,Odisha,Hyderabad,131017.0,1,27,26,-24.0
138325.0,At Risk,21.0,Low,High Income,49,M,18,Uttar Pradesh,Bangalore,140475.0,1,56,5,10.0
138489.0,At Risk,-456.35,Low,High Income,49,M,23,Karnataka,Chennai,116601.0,1,38,41,-723.0
138682.0,At Risk,-461.95,Low,High Income,49,M,26,Tripura,Mumbai,111197.0,1,-1,-2,-710.0
138805.0,At Risk,-15.4,Low,High Income,49,F,46,Goa,Bangalore,64736.0,1,40,19,-42.0
138877.0,At Risk,-87.25,Low,High Income,49,F,22,Sikkim,Bangalore,120078.0,1,83,-1,-166.0
139265.0,At Risk,-343.1,Low,High Income,48,M,68,West Bengal,Kolkata,85421.0,1,-7,25,-529.0
139404.0,At Risk,6.05,Low,High Income,48,M,38,Nagaland,Delhi,134186.0,1,25,37,-6.0
140337.0,At Risk,-53.4,Low,High Income,48,M,33,Assam,Bangalore,121830.0,1,90,21,-120.0
140452.0,At Risk,-383.05,Low,High Income,48,F,39,West Bengal,Delhi,98897.0,1,5,31,-596.0
140715.0,At Risk,-526.1,Low,High Income,48,F,28,Madhya Pradesh,Kolkata,141246.0,1,88,18,-846.0
141077.0,At Risk,-441.8,Low,High Income,48,F,27,Jharkhand,Hyderabad,103139.0,1,40,45,-702.0
141466.0,At Risk,-160.3,Low,High Income,48,F,19,Uttarakhand,Delhi,80343.0,1,86,28,-284.0
141534.0,At Risk,-263.5,Low,High Income,48,M,25,Tripura,Chennai,129558.0,1,13,30,-415.0
141696.0,At Risk,-18.6,Low,High Income,48,M,42,Andhra Pradesh,Delhi,145442.0,1,63,14,-55.0
141744.0,At Risk,-146.15,Low,High Income,48,F,54,Rajasthan,Delhi,67383.0,1,41,9,-242.0
141818.0,At Risk,-90.3,Low,High Income,48,M,45,West Bengal,Delhi,94580.0,1,47,26,-161.0
141917.0,At Risk,3.95,Low,High Income,48,M,42,Goa,Bangalore,58232.0,1,60,13,-19.0
142119.0,At Risk,-81.35,Low,High Income,48,F,28,Kerala,Hyderabad,148122.0,1,87,22,-162.0
142514.0,At Risk,-220.5,Low,High Income,48,M,53,Arunachal Pradesh,Delhi,77688.0,1,39,5,-355.0
142864.0,At Risk,-94.35,Low,High Income,48,M,30,Gujarat,Chennai,83984.0,1,77,47,-182.0
142970.0,At Risk,-123.95,Low,High Income,48,M,74,Uttarakhand,Hyderabad,77752.0,1,61,12,-216.0
142974.0,At Risk,-182.05,Low,High Income,48,M,40,Rajasthan,Chennai,102233.0,1,19,30,-292.0
143151.0,At Risk,-177.35,Low,High Income,48,M,32,Gujarat,Delhi,54455.0,1,99,33,-316.0
143230.0,At Risk,-291.95,Low,High Income,48,F,56,Gujarat,Delhi,131494.0,1,33,27,-466.0
143301.0,At Risk,-111.45,Low,High Income,48,M,66,Odisha,Kolkata,55789.0,1,58,8,-195.0
143384.0,At Risk,-313.55,Low,High Income,48,M,27,Madhya Pradesh,Mumbai,113625.0,1,32,15,-497.0
143415.0,At Risk,-342.9,Low,High Income,48,M,25,Tripura,Hyderabad,119764.0,1,37,8,-543.0
143569.0,At Risk,-83.5,Low,High Income,48,M,52,Goa,Delhi,113289.0,1,31,30,-145.0
143663.0,At Risk,-198.5,Low,High Income,48,M,64,Goa,Delhi,85203.0,1,90,39,-346.0
143718.0,At Risk,-191.85,Low,High Income,48,M,21,West Bengal,Hyderabad,116127.0,1,-1,21,-298.0
143873.0,At Risk,-424.6,Low,High Income,48,M,65,Sikkim,Kolkata,129970.0,1,40,9,-670.0
144079.0,At Risk,24.1,Low,High Income,48,M,25,Gujarat,Mumbai,107718.0,1,3,45,29.0
144518.0,At Risk,-408.85,Low,High Income,48,M,51,Kerala,Mumbai,113287.0,1,5,20,-634.0
144521.0,At Risk,-195.6,Low,High Income,48,F,54,Haryana,Bangalore,65473.0,1,24,25,-314.0
144601.0,At Risk,-122.6,Low,High Income,48,M,51,Mizoram,Delhi,82583.0,1,68,21,-218.0
144708.0,At Risk,-18.45,Low,High Income,48,M,53,Odisha,Delhi,98552.0,1,61,1,-52.0
145089.0,At Risk,-451.2,Low,High Income,48,M,65,Andhra Pradesh,Chennai,136789.0,1,99,5,-733.0
145118.0,At Risk,-3.8,Low,High Income,48,F,18,Tamil Nadu,Hyderabad,81456.0,1,17,4,-13.0
145198.0,At Risk,-304.2,Low,High Income,48,M,23,Sikkim,Chennai,65767.0,1,31,46,-487.0
145354.0,At Risk,-169.8,Low,High Income,47,M,66,Meghalaya,Bangalore,122369.0,1,12,1,-266.0
145360.0,At Risk,10.5,Low,High Income,47,F,71,Chhattisgarh,Kolkata,102096.0,1,43,43,-7.0
145412.0,At Risk,-55.7,Low,High Income,47,F,23,Sikkim,Hyderabad,146659.0,1,46,30,-108.0
146241.0,At Risk,-295.65,Low,High Income,47,F,74,Odisha,Delhi,142737.0,1,81,0,-486.0
146470.0,At Risk,-323.65,Low,High Income,47,M,61,Karnataka,Bangalore,72139.0,1,60,0,-521.0
146564.0,At Risk,-74.3,Low,High Income,47,M,62,West Bengal,Mumbai,96574.0,1,90,20,-152.0
146645.0,At Risk,-234.3,Low,High Income,47,M,27,Punjab,Delhi,139459.0,1,49,24,-383.0
146795.0,At Risk,-305.45,Low,High Income,47,M,26,Jharkhand,Kolkata,147828.0,1,76,-1,-499.0
146846.0,At Risk,-250.45,Low,High Income,47,M,70,Odisha,Kolkata,77313.0,1,65,24,-414.0
147065.0,At Risk,18.95,Low,High Income,47,F,39,Maharashtra,Chennai,103079.0,1,4,43,21.0
147084.0,At Risk,-334.65,Low,High Income,47,M,25,Karnataka,Bangalore,87050.0,1,86,7,-549.0
147766.0,At Risk,-195.3,Low,High Income,47,F,38,Arunachal Pradesh,Chennai,64458.0,1,69,39,-333.0
148067.0,At Risk,-36.95,Low,High Income,47,M,40,Bihar,Bangalore,91140.0,1,52,40,-83.0
148094.0,At Risk,-235.55,Low,High Income,47,M,53,Mizoram,Hyderabad,66794.0,1,87,14,-398.0
148109.0,At Risk,0.85,Low,High Income,47,M,72,Uttar Pradesh,Bangalore,107237.0,1,94,40,-41.0
148272.0,At Risk,20.4,Low,High Income,47,M,58,Maharashtra,Hyderabad,115418.0,1,29,47,13.0
148445.0,At Risk,-345.05,Low,High Income,47,M,67,Nagaland,Bangalore,113730.0,1,34,33,-549.0
148572.0,At Risk,-438.05,Low,High Income,47,M,50,Andhra Pradesh,Mumbai,94619.0,1,65,20,-702.0
148618.0,At Risk,0.35,Low,High Income,47,M,70,Tripura,Mumbai,92457.0,1,94,35,-41.0
148626.0,At Risk,-89.95,Low,High Income,47,M,69,Karnataka,Hyderabad,51247.0,1,54,25,-163.0
148645.0,At Risk,-139.9,Low,High Income,47,M,50,Tamil Nadu,Bangalore,72335.0,1,64,14,-242.0
149457.0,At Risk,-97.8,Low,High Income,47,M,26,Arunachal Pradesh,Bangalore,69729.0,1,45,34,-173.0
149482.0,At Risk,-486.5,Low,High Income,47,M,62,Uttar Pradesh,Bangalore,89108.0,1,51,6,-769.0
149815.0,At Risk,-21.45,Low,High Income,47,M,60,Gujarat,Chennai,94857.0,1,91,39,-74.0
149926.0,At Risk,-517.9,Low,High Income,47,F,58,Meghalaya,Bangalore,101400.0,1,83,41,-835.0
150031.0,At Risk,-178.5,Low,High Income,47,M,19,Nagaland,Bangalore,63467.0,1,44,16,-294.0
150322.0,At Risk,-265.55,Low,High Income,47,F,57,Odisha,Delhi,142452.0,1,51,-1,-428.0
150626.0,At Risk,-480.65,Low,High Income,47,F,59,Kerala,Bangalore,139233.0,1,93,5,-776.0
150839.0,At Risk,-65.15,Low,High Income,47,M,30,Goa,Kolkata,92483.0,1,20,20,-111.0
150854.0,At Risk,-138.45,Low,High Income,47,M,20,Goa,Hyderabad,113428.0,1,44,7,-231.0
150865.0,At Risk,-255.8,Low,High Income,47,M,37,Himachal Pradesh,Hyderabad,113042.0,1,72,44,-428.0
150995.0,At Risk,-150.65,Low,High Income,47,M,38,Uttarakhand,Chennai,126005.0,1,28,3,-243.0
151039.0,At Risk,-169.0,Low,High Income,47,M,23,Manipur,Mumbai,106176.0,1,60,6,-284.0
151097.0,At Risk,-218.05,Low,High Income,47,F,27,Odisha,Bangalore,101162.0,1,45,34,-358.0
151379.0,At Risk,-36.65,Low,High Income,46,M,70,Maharashtra,Chennai,137533.0,1,91,30,-96.0
151726.0,At Risk,-313.9,Low,High Income,46,F,33,Uttarakhand,Delhi,132297.0,1,40,37,-504.0
152041.0,At Risk,-125.5,Low,High Income,46,F,56,Tamil Nadu,Bangalore,95372.0,1,77,15,-225.0
152202.0,At Risk,21.95,Low,High Income,46,M,57,Odisha,Bangalore,94260.0,1,62,32,5.0
152592.0,At Risk,-387.6,Low,High Income,46,M,53,Arunachal Pradesh,Chennai,112639.0,1,25,46,-613.0
152856.0,At Risk,-261.85,Low,High Income,46,M,60,Tripura,Mumbai,78434.0,1,52,1,-423.0
152887.0,At Risk,-126.55,Low,High Income,46,F,45,Manipur,Mumbai,134592.0,1,69,44,-228.0
152920.0,At Risk,-18.4,Low,High Income,46,F,26,Mizoram,Hyderabad,92612.0,1,-3,38,-33.0
153014.0,At Risk,-55.15,Low,High Income,46,F,23,Karnataka,Delhi,76249.0,1,94,39,-127.0
153083.0,At Risk,-104.4,Low,High Income,46,M,52,Meghalaya,Mumbai,139978.0,1,45,46,-185.0
153131.0,At Risk,-335.75,Low,High Income,46,F,48,Himachal Pradesh,Mumbai,111425.0,1,66,20,-545.0
153353.0,At Risk,-155.15,Low,High Income,46,M,54,Uttarakhand,Bangalore,136483.0,1,69,18,-268.0
153440.0,At Risk,-249.0,Low,High Income,46,F,61,Bihar,Bangalore,149057.0,1,21,38,-397.0
153513.0,At Risk,-11.0,Low,High Income,46,M,18,Odisha,Bangalore,57030.0,1,100,17,-58.0
153735.0,At Risk,20.35,Low,High Income,46,M,46,Haryana,Delhi,55883.0,1,94,14,-7.0
154094.0,At Risk,-83.75,Low,High Income,46,M,22,Bihar,Hyderabad,84592.0,1,83,21,-164.0
154198.0,At Risk,-77.0,Low,High Income,46,M,69,Himachal Pradesh,Kolkata,98634.0,1,24,28,-132.0
154243.0,At Risk,-199.2,Low,High Income,46,F,22,Himachal Pradesh,Bangalore,99775.0,1,26,-3,-316.0
154450.0,At Risk,-74.9,Low,High Income,46,F,64,Meghalaya,Delhi,145828.0,1,25,27,-129.0
154800.0,At Risk,-79.85,Low,High Income,46,F,42,Maharashtra,Hyderabad,72877.0,1,29,0,-134.0
154990.0,At Risk,-151.2,Low,High Income,46,F,71,Goa,Kolkata,130323.0,1,46,-2,-250.0
155048.0,At Risk,-525.1,Low,High Income,46,F,72,Goa,Hyderabad,85164.0,1,-7,51,-813.0
155290.0,At Risk,-85.7,Low,High Income,46,M,71,Madhya Pradesh,Bangalore,95782.0,1,88,41,-172.0
155546.0,At Risk,-36.35,Low,High Income,46,F,67,Uttarakhand,Chennai,61491.0,1,31,40,-74.0
155624.0,At Risk,-281.2,Low,High Income,46,M,41,Himachal Pradesh,Hyderabad,125979.0,1,65,9,-459.0
155872.0,At Risk,29.55,Low,High Income,46,F,56,Punjab,Mumbai,81064.0,1,61,39,16.0
156148.0,At Risk,-241.15,Low,High Income,46,M,39,Assam,Hyderabad,102790.0,1,1,4,-372.0
156219.0,At Risk,24.4,Low,High Income,46,M,55,Sikkim,Hyderabad,126306.0,1,16,9,30.0
156321.0,At Risk,-88.85,Low,High Income,46,F,56,Andhra Pradesh,Chennai,133586.0,1,-2,20,-139.0
156364.0,At Risk,-224.3,Low,High Income,46,M,39,Uttarakhand,Delhi,65889.0,1,91,32,-385.0
156391.0,At Risk,-122.9,Low,High Income,46,F,61,Arunachal Pradesh,Chennai,116878.0,1,21,51,-205.0
156540.0,At Risk,-369.85,Low,High Income,46,M,31,Odisha,Mumbai,67386.0,1,21,32,-582.0
156686.0,At Risk,-129.45,Low,High Income,46,F,35,Tripura,Mumbai,70910.0,1,17,41,-212.0
156894.0,At Risk,-171.65,Low,High Income,46,F,27,Bihar,Bangalore,73677.0,1,49,33,-288.0
157028.0,At Risk,-40.95,Low,High Income,46,M,50,Goa,Bangalore,146300.0,1,72,15,-93.0
157109.0,At Risk,-137.05,Low,High Income,46,M,58,Karnataka,Bangalore,62607.0,1,80,9,-243.0
157249.0,At Risk,7.55,Low,High Income,45,M,21,Andhra Pradesh,Chennai,68879.0,1,99,23,-30.0
157538.0,At Risk,-127.75,Low,High Income,45,M,47,Kerala,Hyderabad,144427.0,1,13,16,-204.0
157654.0,At Risk,-44.6,Low,High Income,45,M,65,Tamil Nadu,Hyderabad,145607.0,1,42,47,-92.0
157660.0,At Risk,-257.85,Low,High Income,45,M,60,Meghalaya,Bangalore,140412.0,1,25,11,-408.0
157816.0,At Risk,-184.0,Low,High Income,45,F,33,Assam,Kolkata,107803.0,1,74,29,-316.0
157824.0,At Risk,-479.2,Low,High Income,45,M,47,Andhra Pradesh,Hyderabad,107593.0,1,42,4,-754.0
157849.0,At Risk,11.6,Low,High Income,45,F,71,Himachal Pradesh,Mumbai,77102.0,1,71,23,-13.0
157910.0,At Risk,-275.05,Low,High Income,45,F,52,Kerala,Chennai,117697.0,1,73,31,-456.0
157938.0,At Risk,-12.2,Low,High Income,45,F,57,Karnataka,Kolkata,121524.0,1,11,52,-31.0
157964.0,At Risk,-297.95,Low,High Income,45,M,28,Uttarakhand,Bangalore,52652.0,1,60,23,-485.0
157993.0,At Risk,-308.25,Low,High Income,45,M,25,Madhya Pradesh,Bangalore,148275.0,1,99,11,-514.0
158359.0,At Risk,-103.45,Low,High Income,45,M,53,Tamil Nadu,Delhi,64615.0,1,23,26,-172.0
158363.0,At Risk,-383.65,Low,High Income,45,M,48,Uttar Pradesh,Hyderabad,57831.0,1,90,14,-627.0
158401.0,At Risk,-135.5,Low,High Income,45,F,31,Gujarat,Mumbai,64971.0,1,47,16,-229.0
158406.0,At Risk,-78.05,Low,High Income,45,M,31,Mizoram,Kolkata,123263.0,1,51,2,-140.0
158564.0,At Risk,-384.55,Low,High Income,45,F,53,Uttarakhand,Kolkata,103645.0,1,1,13,-594.0
158814.0,At Risk,-132.2,Low,High Income,45,F,26,Chhattisgarh,Mumbai,128126.0,1,25,39,-219.0
158990.0,At Risk,-5.3,Low,High Income,45,F,68,Sikkim,Delhi,50079.0,1,71,49,-43.0
159018.0,At Risk,-185.55,Low,High Income,45,F,45,Haryana,Mumbai,122542.0,1,85,51,-326.0
159268.0,At Risk,-220.9,Low,High Income,45,F,45,Karnataka,Delhi,140865.0,1,44,8,-358.0
159681.0,At Risk,-114.2,Low,High Income,45,M,73,Gujarat,Bangalore,69106.0,1,105,32,-221.0
160106.0,At Risk,-373.55,Low,High Income,45,F,73,Mizoram,Kolkata,82708.0,1,51,11,-596.0
160168.0,At Risk,-212.95,Low,High Income,45,M,26,Punjab,Bangalore,77839.0,1,67,4,-354.0
160256.0,At Risk,-344.05,Low,High Income,45,M,19,Haryana,Bangalore,63940.0,1,52,37,-555.0
160484.0,At Risk,-243.55,Low,High Income,45,F,74,Telangana,Kolkata,119509.0,1,38,11,-391.0
160619.0,At Risk,-133.4,Low,High Income,45,M,42,Uttarakhand,Bangalore,61154.0,1,36,6,-220.0
160631.0,At Risk,-55.3,Low,High Income,45,M,38,Kerala,Kolkata,100503.0,1,14,36,-96.0
160985.0,At Risk,-1.95,Low,High Income,45,M,66,Maharashtra,Hyderabad,129862.0,1,98,2,-41.0
161108.0,At Risk,-96.55,Low,High Income,45,M,48,Arunachal Pradesh,Kolkata,86576.0,1,70,-3,-175.0
161147.0,At Risk,-137.15,Low,High Income,45,M,33,Odisha,Bangalore,145197.0,1,94,12,-249.0
161258.0,At Risk,17.45,Low,High Income,45,F,28,Chhattisgarh,Delhi,83600.0,1,-9,41,24.0
161838.0,At Risk,-10.0,Low,High Income,45,M,30,Uttar Pradesh,Kolkata,139825.0,1,12,13,-22.0
161840.0,At Risk,-240.0,Low,High Income,45,M,42,Andhra Pradesh,Mumbai,129678.0,1,82,21,-404.0
161875.0,At Risk,-98.8,Low,High Income,45,M,65,Chhattisgarh,Chennai,76849.0,1,35,36,-171.0
161901.0,At Risk,-457.1,Low,High Income,45,F,28,Uttarakhand,Mumbai,144234.0,1,67,26,-733.0
162365.0,At Risk,-318.05,Low,High Income,45,M,26,Punjab,Mumbai,83782.0,1,78,24,-523.0
162387.0,At Risk,-311.9,Low,High Income,45,F,22,Uttarakhand,Kolkata,133147.0,1,42,26,-500.0
162398.0,At Risk,-84.05,Low,High Income,45,M,44,Nagaland,Hyderabad,88673.0,1,26,11,-141.0
